session_id	original_session_id
ses-2020+07+16+0006+oviDNSS1+GCaMP7f+CsChrimson+manualstim+nwb	ses-2020_07_16_0006_oviDNSS1_GCaMP7f&CsChrimson_manualstim.nwb
ses-2020+07+16+0007+oviDNSS1+GCaMP7f+CsChrimson+manualstim+nwb	ses-2020_07_16_0007_oviDNSS1_GCaMP7f&CsChrimson_manualstim.nwb
