participant_id	original_participant_id	species	sex
sub-oviDNSS1+++SS01048+driving+GCaMP7f+fly+ID+8014	sub-oviDNSS1_&_SS01048_driving_GCaMP7f_fly_ID#8014	Drosophila melanogaster	F
sub-oviDNSS1+++SS01048+driving+GCaMP7f+fly+ID+8015	sub-oviDNSS1_&_SS01048_driving_GCaMP7f_fly_ID#8015	Drosophila melanogaster	F
sub-oviDNSS1+++SS65423+driving+GCaMP7f+fly+ID+9000	sub-oviDNSS1_&_SS65423_driving_GCaMP7f_fly_ID#9000	Drosophila melanogaster	F
sub-oviDNSS1+++SS65423+driving+GCaMP7f+fly+ID+9001	sub-oviDNSS1_&_SS65423_driving_GCaMP7f_fly_ID#9001	Drosophila melanogaster	F
sub-oviDNSS1+++SS65423+driving+GCaMP7f+fly+ID+9003	sub-oviDNSS1_&_SS65423_driving_GCaMP7f_fly_ID#9003	Drosophila melanogaster	F
sub-oviDNSS1+++SS65423+driving+GCaMP7f+fly+ID+9006	sub-oviDNSS1_&_SS65423_driving_GCaMP7f_fly_ID#9006	Drosophila melanogaster	F
sub-oviDNSS1+++SS65423+driving+GCaMP7f+fly+ID+9008	sub-oviDNSS1_&_SS65423_driving_GCaMP7f_fly_ID#9008	Drosophila melanogaster	F
sub-oviDNSS1+++SS65423+driving+GCaMP7f+fly+ID+9009	sub-oviDNSS1_&_SS65423_driving_GCaMP7f_fly_ID#9009	Drosophila melanogaster	F
sub-oviDNSS1+++SS65423+driving+GCaMP7f+fly+ID+9010	sub-oviDNSS1_&_SS65423_driving_GCaMP7f_fly_ID#9010	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7b+fly+ID+6000	sub-oviDNSS1_driving_GCaMP7b_fly_ID#6000	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7b+fly+ID+6001	sub-oviDNSS1_driving_GCaMP7b_fly_ID#6001	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7b+fly+ID+6004	sub-oviDNSS1_driving_GCaMP7b_fly_ID#6004	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1102	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1102	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1103	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1103	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1200	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1200	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1201	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1201	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1202	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1202	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1203	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1203	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1204	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1204	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1205	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1205	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1206	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1206	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1207	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1207	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1216	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1216	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1218	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1218	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1219	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1219	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1220	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1220	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+1221	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#1221	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5000	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5000	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5001	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5001	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5002	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5002	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5003	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5003	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5004	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5004	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5005	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5005	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5006	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5006	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5007	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5007	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5008	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5008	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5009	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5009	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5010	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5010	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5011	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5011	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5012	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5012	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5013	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5013	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+++CsChrimson+fly+ID+5014	sub-oviDNSS1_driving_GCaMP7f_&_CsChrimson_fly_ID#5014	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+10000	sub-oviDNSS1_driving_GCaMP7f_fly_ID#10000	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+2000	sub-oviDNSS1_driving_GCaMP7f_fly_ID#2000	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+2001	sub-oviDNSS1_driving_GCaMP7f_fly_ID#2001	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+2002	sub-oviDNSS1_driving_GCaMP7f_fly_ID#2002	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+2003	sub-oviDNSS1_driving_GCaMP7f_fly_ID#2003	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+2004	sub-oviDNSS1_driving_GCaMP7f_fly_ID#2004	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+2005	sub-oviDNSS1_driving_GCaMP7f_fly_ID#2005	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6005	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6005	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6006	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6006	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6007	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6007	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6008	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6008	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6010	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6010	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6011	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6011	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6012	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6012	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6014	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6014	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6015	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6015	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6016	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6016	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6017	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6017	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6018	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6018	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6020	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6020	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6021	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6021	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6022	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6022	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6023	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6023	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6024	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6024	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6025	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6025	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6027	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6027	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6028	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6028	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6029	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6029	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6030	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6030	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6031	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6031	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6032	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6032	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6033	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6033	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6034	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6034	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6035	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6035	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6036	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6036	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6037	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6037	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6039	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6039	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6040	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6040	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6041	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6041	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6042	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6042	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6043	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6043	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6044	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6044	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6045	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6045	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6046	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6046	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6047	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6047	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6048	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6048	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6049	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6049	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6050	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6050	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6051	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6051	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6052	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6052	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6053	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6053	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6054	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6054	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6055	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6055	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6057	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6057	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6058	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6058	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6059	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6059	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6060	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6060	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6061	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6061	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6062	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6062	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6063	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6063	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6064	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6064	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6065	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6065	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6066	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6066	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6067	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6067	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6068	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6068	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6069	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6069	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6070	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6070	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6071	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6071	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6072	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6072	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6073	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6073	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6074	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6074	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6076	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6076	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6077	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6077	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6078	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6078	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6080	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6080	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6081	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6081	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6082	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6082	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6083	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6083	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6084	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6084	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6085	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6085	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6086	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6086	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6087	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6087	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6088	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6088	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6089	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6089	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6090	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6090	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6091	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6091	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6092	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6092	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6093	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6093	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6094	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6094	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6095	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6095	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6096	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6096	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6097	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6097	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6098	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6098	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6099	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6099	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6100	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6100	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+6101	sub-oviDNSS1_driving_GCaMP7f_fly_ID#6101	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+7000	sub-oviDNSS1_driving_GCaMP7f_fly_ID#7000	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+7001	sub-oviDNSS1_driving_GCaMP7f_fly_ID#7001	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+7002	sub-oviDNSS1_driving_GCaMP7f_fly_ID#7002	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+7003	sub-oviDNSS1_driving_GCaMP7f_fly_ID#7003	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+7004	sub-oviDNSS1_driving_GCaMP7f_fly_ID#7004	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+7005	sub-oviDNSS1_driving_GCaMP7f_fly_ID#7005	Drosophila melanogaster	F
sub-oviDNSS1+driving+GCaMP7f+fly+ID+7006	sub-oviDNSS1_driving_GCaMP7f_fly_ID#7006	Drosophila melanogaster	F
